评论人的ID,评论人网名,评论人VIP等级,评论人头像网址,评论编号,评论时间,点赞量,评论内容,ip地址
5087900554,叫小莹,0,http://p1.music.126.net/hhGtrSBD328IPNlpqgBOtw==/109951168514734610.jpg,5883276916,17分钟前,0,好巧！,广东
1468770156,小猫也有心结0,0,http://p1.music.126.net/ZC7o7u9md54nIlBv8G_5fQ==/109951168440292988.jpg,5883272656,18分钟前,2,哪里都是你,河南
561091682,刑天亻,0,http://p1.music.126.net/OjgWKkFsF9Fmlt8x3rPQDw==/109951168209378866.jpg,5883257711,18分钟前,1,有没有腿粗的宝贝啊,湖南
561091682,刑天亻,0,http://p1.music.126.net/OjgWKkFsF9Fmlt8x3rPQDw==/109951168209378866.jpg,5883257711,18分钟前,1,有没有腿粗的宝贝啊,湖南
2061575580,Rxwch_4,0,http://p1.music.126.net/T9xxP3h9Pt1o7VXIOPgBNQ==/109951168508190914.jpg,5883273433,19分钟前,0,鸽子飞走了，我在朋友面前说尽鸽子的坏话，并发誓再也不养鸽子了，可只有我知道，我多希望鸽子飞回来,宁夏
2061575580,Rxwch_4,0,http://p1.music.126.net/T9xxP3h9Pt1o7VXIOPgBNQ==/109951168508190914.jpg,5883273433,19分钟前,0,鸽子飞走了，我在朋友面前说尽鸽子的坏话，并发誓再也不养鸽子了，可只有我知道，我多希望鸽子飞回来,宁夏
8068912865,陌生人_OMOj,0,http://p1.music.126.net/CBTw9OwVM_6NZMiax6wY6g==/109951168522319560.jpg,5883274128,20分钟前,0,世界很好，下辈子不来了,江苏
8068912865,陌生人_OMOj,0,http://p1.music.126.net/CBTw9OwVM_6NZMiax6wY6g==/109951168522319560.jpg,5883274128,20分钟前,0,世界很好，下辈子不来了,江苏
8068912865,陌生人_OMOj,0,http://p1.music.126.net/CBTw9OwVM_6NZMiax6wY6g==/109951168522319560.jpg,5883274128,20分钟前,0,世界很好，下辈子不来了,江苏
384149234,走向霓虹深处,6,http://p1.music.126.net/BblQYQA3h-2kGuMvSLJSBA==/109951168502592980.jpg,5883270606,22分钟前,0,@陈不苦-- 是假的 也是真的 我这样你也会很讨厌是么,辽宁
5017460357,Agoniecyu,0,http://p1.music.126.net/CrkUQA0rSuFzmjTvknbFGQ==/109951167747705018.jpg,5883272329,22分钟前,0,还在吗 楼主,辽宁
5147856344,wreip,0,http://p1.music.126.net/8GP2qL0NvwlO33_2mOhyiQ==/109951168288949158.jpg,5883268522,25分钟前,0,一切安好,山东
8451411137,慕秋言-许愿守护,1,http://p1.music.126.net/F58E2oJdcK23M-nmsXMNzA==/109951168520658476.jpg,5883267577,27分钟前,0,"你是百看不厌的书
字字珍贵句句入心ᶫᵒᵛᵉᵧₒᵤ 💕",重庆
259078352,宝贝疙瘩儿_7Y,0,http://p1.music.126.net/Q_DcxjdxLYdD-Tvu9AsMHg==/109951168514820614.jpg,5883269840,28分钟前,0,@如果521- 我们除了你我懂得，我想无论是你世界里的人还是我世界里的人又或者是现实都不允许也不认可不理解我们的感情 我最愚蠢的选择就是顺了他们的意却违背了自己的心 如果我们不能齐心一致对外 我们的爱就真的渺小到不堪一击 都不能说这是爱,新疆
259078352,宝贝疙瘩儿_7Y,0,http://p1.music.126.net/Q_DcxjdxLYdD-Tvu9AsMHg==/109951168514820614.jpg,5883269840,28分钟前,0,@如果521- 我们除了你我懂得，我想无论是你世界里的人还是我世界里的人又或者是现实都不允许也不认可不理解我们的感情 我最愚蠢的选择就是顺了他们的意却违背了自己的心 如果我们不能齐心一致对外 我们的爱就真的渺小到不堪一击 都不能说这是爱,新疆
8490867872,匿名用户_ErTb,0,http://p1.music.126.net/Lo5RgP2nPsA4-feY2V9RwA==/109951168522116820.jpg,5883254619,32分钟前,0,永远疯疯癫癫 永远嘻嘻哈哈,江苏
8490867872,匿名用户_ErTb,0,http://p1.music.126.net/Lo5RgP2nPsA4-feY2V9RwA==/109951168522116820.jpg,5883254619,32分钟前,0,永远疯疯癫癫 永远嘻嘻哈哈,江苏
6272533399,啊研_FSMp,0,http://p1.music.126.net/Y39NyhIOLx8m5bzS_ELL3g==/109951167476429416.jpg,5883263901,36分钟前,0,谢谢你啊！小仙女,云南
6272533399,啊研_FSMp,0,http://p1.music.126.net/Y39NyhIOLx8m5bzS_ELL3g==/109951167476429416.jpg,5883264768,36分钟前,0,谢谢你啊！小仙女,云南
7911416975,风与尘的誓约G_0t5p,0,http://p1.music.126.net/SUeqMM8HOIpHv9Nhl9qt9w==/109951165647004069.jpg,5883263118,37分钟前,0,听这首歌之前，我还从未听歌听哭过,江苏
1879210873,今天说晩安,4,http://p1.music.126.net/Djqubkq_Fni00uc6lj4LJg==/109951168101324448.jpg,5883259544,39分钟前,1,没有你的四月又要来了,广西
561091682,刑天亻,0,http://p1.music.126.net/OjgWKkFsF9Fmlt8x3rPQDw==/109951168209378866.jpg,5883258496,40分钟前,1,喜欢胖一点的宝宝有吗，私我,湖南
1946972084,漾Y-Ang,0,http://p1.music.126.net/ZP1H_SAQN9RK5jdqa1M89Q==/109951168181459901.jpg,5883260847,43分钟前,0,你一定能战胜它！！,江苏
8490867872,匿名用户_ErTb,1,http://p1.music.126.net/Lo5RgP2nPsA4-feY2V9RwA==/109951168522116820.jpg,5883257136,46分钟前,0,是见面不用洗头的关系,江苏
8136659894,云村村民166972456249570,0,http://p1.music.126.net/SUeqMM8HOIpHv9Nhl9qt9w==/109951165647004069.jpg,5883255395,46分钟前,1,偷偷许个愿: 下次再哭是因为太幸福,黑龙江
7866147611,-星期八見-L,1,http://p1.music.126.net/FWW41PzpikeIYx3HdgAflg==/109951168503390409.jpg,5883249997,54分钟前,0,大大方方的表达爱意从从容容的接受任何结局.,广东
7866147611,-星期八見-L,1,http://p1.music.126.net/FWW41PzpikeIYx3HdgAflg==/109951168503390409.jpg,5883246620,58分钟前,0,失去别人没关系 但失去你不行,广东
7866147611,-星期八見-L,1,http://p1.music.126.net/FWW41PzpikeIYx3HdgAflg==/109951168503390409.jpg,5883250901,58分钟前,0,你听不懂周杰伦歌  也不懂我,广东
7866147611,-星期八見-L,1,http://p1.music.126.net/FWW41PzpikeIYx3HdgAflg==/109951168503390409.jpg,5883247563,58分钟前,0,还要怀念过去吗 过去的人可没等你,广东
1840570467,06bb_,2,http://p1.music.126.net/C93CyOelmQfmU1PGIFijhA==/109951168516008498.jpg,5883249193,58分钟前,2,对不起最没用了,河南
7866147611,-星期八見-L,1,http://p2.music.126.net/FWW41PzpikeIYx3HdgAflg==/109951168503390409.jpg,5883250036,58分钟前,0,你转身就走了 留下了一堆没用的回忆给我 有什么用,广东
7866147611,-星期八見-L,1,http://p2.music.126.net/FWW41PzpikeIYx3HdgAflg==/109951168503390409.jpg,5883248344,58分钟前,0,如果连你都烦我那我的心事该和谁说。,广东
7866147611,-星期八見-L,1,http://p2.music.126.net/FWW41PzpikeIYx3HdgAflg==/109951168503390409.jpg,5883249154,58分钟前,0,还是希望你过得好 即使你的未来与我无关,广东
1899893707,髜琑,6,http://p2.music.126.net/I9oPae-ThpaQWFEQxbNeCg==/109951165179205554.jpg,5883249123,59分钟前,0,直到后来的“柑橘乌云” 我才发现没用的。哪里都是你 原来是这个意思 果然哪里都是你 无论我听什么歌都有你的影子 只要我还在想你 怎么做都没有用。,山东
7797572399,柒琪卡卡,0,http://p2.music.126.net/XoVp3lab1mdMTeXmJmUamw==/109951167943299023.jpg,5883247475,59分钟前,1,不知怎么说了下辈子好好的,广东
3584992773,美式不美_,0,http://p2.music.126.net/UMTwStzUWNUz3fglr_z5Ew==/109951168522120667.jpg,5883246445,59分钟前,0,你尽管诋毁我  以后文案都是你,贵州
3584992773,美式不美_,0,http://p2.music.126.net/UMTwStzUWNUz3fglr_z5Ew==/109951168522120667.jpg,5883246386,20:51,0,用不着你喜欢和我玩我连看都看不起你,贵州
3584992773,美式不美_,0,http://p2.music.126.net/UMTwStzUWNUz3fglr_z5Ew==/109951168522120667.jpg,5883245639,20:50,0,发文案不是暗示你而是明示你啦,贵州
1899893707,髜琑,6,http://p2.music.126.net/I9oPae-ThpaQWFEQxbNeCg==/109951165179205554.jpg,5883248072,20:50,0,嗨 还记得这首歌吗 你说是你的2021年度最爱 当时也成为了我的最爱 每次当我们吵架 因为你我难过的时候总是会听这首歌 我听到这首歌总是会想起你 准备的说当前奏响起的那一刻你就会出现我的脑海 他承载了我太多的情感 直到后来我不再听这首歌 因为我们分开了。只会让我越听陷的越深 ,山东
3584992773,美式不美_,0,http://p2.music.126.net/UMTwStzUWNUz3fglr_z5Ew==/109951168522120667.jpg,5883248897,20:50,0,缺爱的小母猫咋见谁都贴呢,贵州
3584992773,美式不美_,0,http://p2.music.126.net/UMTwStzUWNUz3fglr_z5Ew==/109951168522120667.jpg,5883248018,20:50,0,看我不爽来我面前拿巴掌扇我,贵州
3584992773,美式不美_,0,http://p2.music.126.net/UMTwStzUWNUz3fglr_z5Ew==/109951168522120667.jpg,5883248018,20:50,0,看我不爽来我面前拿巴掌扇我,贵州
3584992773,美式不美_,0,http://p2.music.126.net/UMTwStzUWNUz3fglr_z5Ew==/109951168522120667.jpg,5883247206,20:49,0,搞什么暖昧啊你要喜欢他给他一次行不行,贵州
8490867872,匿名用户_ErTb,1,http://p2.music.126.net/Lo5RgP2nPsA4-feY2V9RwA==/109951168522116820.jpg,5883246213,20:49,0,我们之所以能玩到一起 纯属因为我见见的 你欠欠的,江苏
8490867872,匿名用户_ErTb,1,http://p2.music.126.net/Lo5RgP2nPsA4-feY2V9RwA==/109951168522116820.jpg,5883246191,20:49,0,肩并肩的友谊 或许会比牵手的友情长久一些,江苏
8157136586,神诉讼苦,0,http://p2.music.126.net/ownNNJwJ3mBMGk7RNHzKWQ==/109951168516918372.jpg,5883246185,20:49,0,抱歉了我该放下了,河北
5125466222,工具人怀安,1,http://p2.music.126.net/jCpsZsUCCTVFzVYIJryE0A==/109951167298003000.jpg,5883247914,20:49,0,挺害怕自己成为恋爱脑，想了想，谁会喜欢我？[流感],陕西
8490867872,匿名用户_ErTb,1,http://p2.music.126.net/Lo5RgP2nPsA4-feY2V9RwA==/109951168522116820.jpg,5883246085,20:48,0,目标是一起玩到99岁 ,江苏
3579478842,小树鸭_Qun7,0,http://p2.music.126.net/yGP0e48GOOeJIIVpH10i2g==/109951165785065038.jpg,5883243627,20:48,0,没关系  我会退出,湖南
3720040289,嫒仅,4,http://p2.music.126.net/pkSwa4d5dtFY238IuWEmqA==/109951168475370516.jpg,5883245773,20:45,0,我我我,四川
3868267088,aisisha,0,http://p2.music.126.net/oMq7u8yfQm4DfiBq2WqOvw==/109951168327125719.jpg,5883243298,20:44,1,哥们别emo啦,浙江
3290447647,哆哆不在ing,0,http://p2.music.126.net/pfZfzGdsU3JtRPBTpx-F7A==/109951168516826197.jpg,5883244139,20:44,0,把你藏在心头,山东
8486892655,谁是咚虞,1,http://p2.music.126.net/cz4JHyDqsYtaUw65AfhNHg==/109951168516302091.jpg,5883241652,20:44,0,？我直接用筷子连招,江西
1946295709,林l纾l萝,0,http://p2.music.126.net/bNMYkU0ygh4ko24t-VSMfQ==/109951168518978136.jpg,5883243064,20:42,0,想你,浙江
1946295709,林l纾l萝,0,http://p2.music.126.net/bNMYkU0ygh4ko24t-VSMfQ==/109951168518978136.jpg,5883242148,20:41,0,人机,浙江
3422304358,Oath-ko7,0,http://p2.music.126.net/PCmuZQRxLuHcIttgEoONZw==/109951168100718956.jpg,5883242088,20:41,2,"就算我们的爱有期限我也不愿说再见
",江西
1879210873,今天说晩安,4,http://p2.music.126.net/Djqubkq_Fni00uc6lj4LJg==/109951168101324448.jpg,5883236241,20:33,1,有的人看似在告白  其实在告别,广西
5036646114,霜语_-,5,http://p2.music.126.net/AYhdqOF7_0tvIWpnBWlE2A==/109951168322031485.jpg,5883235218,20:30,0,郭老师最近开始抢热评了,内蒙古
2016377294,-耳东3,0,http://p2.music.126.net/f75X1xdI6tUeMQGtvTy_qA==/109951168522164851.jpg,5883230585,20:26,2,哈哈,江苏
8486892655,谁是咚虞,0,http://p2.music.126.net/cz4JHyDqsYtaUw65AfhNHg==/109951168516302091.jpg,5883231169,20:23,0,你总说自己灰灰的不讨喜 其实每个人都很特别,江西
8486892655,谁是咚虞,0,http://p2.music.126.net/cz4JHyDqsYtaUw65AfhNHg==/109951168516302091.jpg,5883231169,20:23,0,你总说自己灰灰的不讨喜 其实每个人都很特别,江西
8486892655,谁是咚虞,1,http://p2.music.126.net/cz4JHyDqsYtaUw65AfhNHg==/109951168516302091.jpg,5883231050,20:22,1,她以后会是他明媒正娶的妻子 而你只是他年少时期犯的一个错误,江西
8486892655,谁是咚虞,1,http://p2.music.126.net/cz4JHyDqsYtaUw65AfhNHg==/109951168516302091.jpg,5883230072,20:20,0,笑死我了,江西
633156702,我不听说唱啊喂,6,http://p2.music.126.net/MQi0LiXc8unMUH_1sWscfA==/109951168522161166.jpg,5883229064,20:19,1,初三好累 马上过去啦,广西
8420245159,纯情小张Top1,2,http://p2.music.126.net/MEasltfMJidrgzfw3JYXug==/109951168516693494.jpg,5883224683,20:16,3,取消置顶后 才发现你排在了最后. ,广东
8468139198,y小猫怎么办,0,http://p2.music.126.net/qDL2B4NEq9V718VhAyx30w==/109951168491405715.jpg,5883227123,20:16,0,好,广东
1562106557,W-那份情-,0,http://p2.music.126.net/k-kNYTOfrAfsKT0STef1mA==/109951168521952307.jpg,5883223548,20:14,1,浏览并不是怀念或许只是好奇.,山东
1562106557,W-那份情-,0,http://p2.music.126.net/k-kNYTOfrAfsKT0STef1mA==/109951168521952307.jpg,5883225283,20:14,1,想起一个人 可是已经不会再见了.,山东
561091682,刑天亻,0,http://p2.music.126.net/OjgWKkFsF9Fmlt8x3rPQDw==/109951168209378866.jpg,5883222632,20:14,0,喜欢胖一点的宝宝有吗，私我,湖南
1562106557,W-那份情-,0,http://p2.music.126.net/k-kNYTOfrAfsKT0STef1mA==/109951168521952307.jpg,5883225266,20:13,1,该怎么说 我没有那么想你了 还是我已经习惯没有你的日子了.,山东
1562106557,W-那份情-,0,http://p1.music.126.net/k-kNYTOfrAfsKT0STef1mA==/109951168521952307.jpg,5883226022,20:13,1,承诺再好有什么用想走的人永远不缺理由.,山东
1562106557,W-那份情-,0,http://p1.music.126.net/k-kNYTOfrAfsKT0STef1mA==/109951168521952307.jpg,5883225216,20:13,1,那你呢 遇到那个凌晨两点还在照顾你小情绪的人了嘛.,山东
1562106557,W-那份情-,0,http://p1.music.126.net/k-kNYTOfrAfsKT0STef1mA==/109951168521952307.jpg,5883225979,20:13,1,嘴上说着你我翻篇 可是心里还是会舍不得.,山东
1562106557,W-那份情-,0,http://p1.music.126.net/k-kNYTOfrAfsKT0STef1mA==/109951168521952307.jpg,5883223451,20:12,1,我并不希望我的爱是凌晨流不完的眼泪.,山东
1562106557,W-那份情-,0,http://p1.music.126.net/k-kNYTOfrAfsKT0STef1mA==/109951168521952307.jpg,5883223432,20:12,1,你终究成了我心里过不去的坎.,山东
1562106557,W-那份情-,0,http://p1.music.126.net/k-kNYTOfrAfsKT0STef1mA==/109951168521952307.jpg,5883223432,20:12,1,你终究成了我心里过不去的坎.,山东
3422796745,小可_QTlk,0,http://p1.music.126.net/jn7Mxpgnnx6iwO-xhHOyqA==/109951168174285297.jpg,5883223931,20:08,0,哈哈你这个,山西
351285599,远方yan,2,http://p1.music.126.net/Yos1_ibPSj4ZOcMC3sfuOA==/109951168519140486.jpg,5883219418,20:04,1,来,河南
1436420197,XovY_77,0,http://p1.music.126.net/9hDCF3z7np-dhnYYma_kjA==/109951167782853647.jpg,5883218539,20:04,2,什么时候也成了个念旧的女孩呢,辽宁
2032673694,Uz11_,0,http://p1.music.126.net/q8Vx5sW5eZ39F7HUl-uX8w==/109951168508889862.jpg,5883221069,20:04,0,我会单曲循环一首歌 直到听腻为止 我会经常去同一家餐厅吃饭 直到吃腻为止,辽宁
2032673694,Uz11_,0,http://p1.music.126.net/q8Vx5sW5eZ39F7HUl-uX8w==/109951168508889862.jpg,5883221069,20:04,0,我会单曲循环一首歌 直到听腻为止 我会经常去同一家餐厅吃饭 直到吃腻为止,辽宁
2032673694,Uz11_,0,http://p1.music.126.net/q8Vx5sW5eZ39F7HUl-uX8w==/109951168508889862.jpg,5883221069,20:04,0,我会单曲循环一首歌 直到听腻为止 我会经常去同一家餐厅吃饭 直到吃腻为止,辽宁
1436613142,荒原兔兔,3,http://p1.music.126.net/SUeqMM8HOIpHv9Nhl9qt9w==/109951165647004069.jpg,5883214491,19:57,0,一眼就心动，但他愿意花时间去了解你，那么我相信，他会对你一直心动下去。,湖南
3574510620,笨蛋小狗1_,0,http://p1.music.126.net/j5sIqvl7yx_nvb9-VY6zYA==/109951168506460740.jpg,5883215854,19:55,4,突然不怨了 我这么极端的人 好像谁都会离开我,河北
3574510620,笨蛋小狗1_,0,http://p1.music.126.net/j5sIqvl7yx_nvb9-VY6zYA==/109951168506460740.jpg,5883215831,19:55,1,你并非无声的海 只是不为我澎湃.,河北
528296764,RuiyJx,6,http://p1.music.126.net/8eXv0U0l0J2yAHjo25_k0w==/109951167958225352.jpg,5883211184,19:50,0,来了,江西
479391859,伏十脑壳痛,6,http://p1.music.126.net/O_GIPAhJW6vSgfpa0thgzg==/109951164128087498.jpg,5883209267,19:47,0,加油，这里的生活很苦，等待也不容易，要互相体谅,河南
3374512062,起风了fel,0,http://p1.music.126.net/aNbGPMuFitKUmm5fuUCVkA==/109951168521964523.jpg,5883205274,19:42,0,遗憾的是不知道她的名字，一次月考，一次下晚自习的对视，我想我们都知道，后来我把这份爱藏在心里，只希望缘分未尽，,贵州
4038560099,Leav-y,0,http://p1.music.126.net/8i0kcs2YYOQ2F-hYY1abhg==/109951168500596214.jpg,5883198515,19:35,2,2023.04.04再听，浏览评论区，看哭了,四川
4038560099,Leav-y,0,http://p1.music.126.net/8i0kcs2YYOQ2F-hYY1abhg==/109951168500596214.jpg,5883198515,19:35,2,2023.04.04再听，浏览评论区，看哭了,四川
3418363817,美少女呀ovo,1,http://p1.music.126.net/SRjtME7QK3j7Tn2Xb4fRjA==/109951168488557008.jpg,5883201109,19:35,0,真心找个男友dd,河南
4038560099,Leav-y,2,http://p1.music.126.net/8i0kcs2YYOQ2F-hYY1abhg==/109951168500596214.jpg,5883200145,19:34,0,2023.04.04,四川
1399495175,铁柱仙女a_,0,http://p1.music.126.net/1yKgihg2iB2qVPl5eZrs6A==/109951164110386997.jpg,5883199232,19:33,0,现在过得还好吗,辽宁
273221360,是鱼饼_,0,http://p1.music.126.net/p-apGL6Rp9iD4oRpA_s-bg==/109951167543951397.jpg,5883197237,19:29,0,以前一件小事都可以开心好久 现在没什么事能真正让我开心了,江苏
8489242636,-宋靖琦,1,http://p1.music.126.net/tpSjZmqDUDwP1Evn0UcW8w==/109951168519758440.jpg,5883193544,19:27,0,骗你的 我一点也不开心,广东
8489242636,-宋靖琦,0,http://p1.music.126.net/tpSjZmqDUDwP1Evn0UcW8w==/109951168519758440.jpg,5883192561,19:27,0,无解的话那就永远模糊不清吧,广东
8489242636,-宋靖琦,0,http://p1.music.126.net/tpSjZmqDUDwP1Evn0UcW8w==/109951168519758440.jpg,5883192561,19:27,0,无解的话那就永远模糊不清吧,广东
8412257216,如何去讲述爱_,0,http://p1.music.126.net/OXvXx1So-DD4L2HxClqWYA==/109951168420355037.jpg,5883193789,19:22,1,六月份一过 我可能连看你的机会都没有,广东
8184120464,_06s_,1,http://p1.music.126.net/MfM1mVxlPsfmEHaYdlB_tg==/109951168145488268.jpg,5883188527,19:19,0,配不上,河北
2138233032,夏日将至的信_,0,http://p1.music.126.net/Q6pc0vLGeRD-_uxUs87r5Q==/109951168477778853.jpg,5883190128,19:18,0,骗你的 我一点也不开心,广西
1682327599,我多想啊能多陪你一场,5,http://p1.music.126.net/cAd6pJe0GZtlim7PBuQYEQ==/109951167878613413.jpg,5883190025,19:17,3,和前任谈了几年，他的铃声永远都是《哪里都是你》已经分手一年了，一直不敢继续听这首歌，今天鼓起勇气听了发现好听的歌永远比暂时的人永远美丽,山东
1930002388,马克思唯物主义-,5,http://p1.music.126.net/rROfTPpjPTm7d_o_22py4w==/109951168268486215.jpg,5883184562,19:13,1,"→                                    ←
两手指向中间滑   你会发现神奇的一幕",中国
3248617565,喜欢雨天ovo,0,http://p1.music.126.net/UzsxGMysP5s_PrYDzHKVAA==/109951168065619220.jpg,5883184447,19:11,1,喜欢雨天，更喜欢你,河北
3248617565,喜欢雨天ovo,0,http://p1.music.126.net/UzsxGMysP5s_PrYDzHKVAA==/109951168065619220.jpg,5883183658,19:11,0,谁会在乎我的感受啊,河北
8490603786,-鱼糯糯a,1,http://p1.music.126.net/8i1NJnM2DX5ZVfCw2j5JYA==/109951168521850146.jpg,5883184424,19:11,0,那时候 我扬言要和你永远,重庆
8490603786,-鱼糯糯a,1,http://p1.music.126.net/8i1NJnM2DX5ZVfCw2j5JYA==/109951168521850146.jpg,5883185842,19:11,0,心不诚说什么永不分离,重庆
8490603786,-鱼糯糯a,1,http://p1.music.126.net/8i1NJnM2DX5ZVfCw2j5JYA==/109951168521850146.jpg,5883185246,19:10,0,总有笨蛋不珍惜另一个笨蛋.,重庆
8490603786,-鱼糯糯a,1,http://p1.music.126.net/8i1NJnM2DX5ZVfCw2j5JYA==/109951168521850146.jpg,5883183556,19:10,0,总有笨蛋不珍惜另一个笨蛋.,重庆
8490603786,-鱼糯糯a,1,http://p1.music.126.net/8i1NJnM2DX5ZVfCw2j5JYA==/109951168521850146.jpg,5883182502,19:09,0,我深知这是我一个人的困局,重庆
8490603786,-鱼糯糯a,1,http://p1.music.126.net/8i1NJnM2DX5ZVfCw2j5JYA==/109951168521850146.jpg,5883181635,19:09,0,以你之姓 冠我之名,重庆
8490603786,-鱼糯糯a,1,http://p1.music.126.net/8i1NJnM2DX5ZVfCw2j5JYA==/109951168521850146.jpg,5883184011,19:07,0,那些让你难过的话全是我流着泪说的,重庆
3248617565,喜欢雨天ovo,0,http://p1.music.126.net/UzsxGMysP5s_PrYDzHKVAA==/109951168065619220.jpg,5883175659,19:06,1,真诚不是必杀技，是他妈自杀技,河北
8490603786,-鱼糯糯a,1,http://p1.music.126.net/8i1NJnM2DX5ZVfCw2j5JYA==/109951168521850146.jpg,5883184870,19:06,0,那些让你难过的话全是我流着泪说的,重庆
1729711081,听谁讲的拉,0,http://p1.music.126.net/2mHlaAd5f22FbFgEfWb-kg==/109951168353112848.jpg,5883181312,19:06,0,在没人懂你生气的原因很哭泣的无力,广东
3248617565,喜欢雨天ovo,0,http://p1.music.126.net/UzsxGMysP5s_PrYDzHKVAA==/109951168065619220.jpg,5883174543,18:57,1,哪里都是你，除了我身边,河北
8489242636,-宋靖琦,1,http://p1.music.126.net/tpSjZmqDUDwP1Evn0UcW8w==/109951168519758440.jpg,5883173583,18:53,1,我又看了一遍聊天记录感觉你好像又爱了我一遍,广东
1734507635,Chris殷2205,0,http://p1.music.126.net/_NS1Z21CdWZqT4WmNgtecw==/109951167387209870.jpg,5883176856,18:53,0,帮你单数,湖南
1734507635,Chris殷2205,0,http://p1.music.126.net/_NS1Z21CdWZqT4WmNgtecw==/109951167387209870.jpg,5883176856,18:53,0,帮你单数,湖南
6383562188,云村村民164155592430882,0,http://p1.music.126.net/SUeqMM8HOIpHv9Nhl9qt9w==/109951165647004069.jpg,5883171272,18:48,1,他能和我在一起就删评！,湖南
8489242636,-宋靖琦,1,http://p1.music.126.net/tpSjZmqDUDwP1Evn0UcW8w==/109951168519758440.jpg,5883171199,18:47,0,没有很失望知道你不会爱我很久.,广东
3256581105,henryshit,0,http://p1.music.126.net/zvtivk-rVM37kf0KMmo9UA==/109951168494373955.jpg,5883170252,18:47,0,当然当然不会,陕西
3256581105,henryshit,0,http://p1.music.126.net/zvtivk-rVM37kf0KMmo9UA==/109951168494373955.jpg,5883170252,18:47,0,当然当然不会,陕西
2069557190,7yyyt,5,http://p1.music.126.net/neqY8wN1OqA8Kqq3-XgsaA==/109951168427145910.jpg,5883172848,18:46,2,青春时代的一段感情可以很幸福，但它永远过不了父母这一关,广东
5067599963,Aaaa虛偽的愛,1,http://p1.music.126.net/UZwFjmCzTFBw2sbLpMceoQ==/109951168521735325.jpg,5883169331,18:46,1,与其被人左右情绪我更喜欢无人问津的日子,江苏
7969264792,忧郁小淼,0,http://p1.music.126.net/vnHMyO6ZsrE_7T9zkGqnfw==/109951168521840657.jpg,5883171831,18:46,2,为此已魔怔😋🤓🤓🤓,河南
8123235055,jdnjxndjdbbsksndhhd,0,http://p1.music.126.net/doTLWs7Ay453Tkrg28tyKw==/109951168083216572.jpg,5883169254,18:45,1,要爱你自己 为了你自己,江苏
8489242636,-宋靖琦,1,http://p1.music.126.net/tpSjZmqDUDwP1Evn0UcW8w==/109951168519758440.jpg,5883170972,18:45,0,读不懂你的心我懂我们的距离.,广东
8489242636,-宋靖琦,1,http://p1.music.126.net/tpSjZmqDUDwP1Evn0UcW8w==/109951168519758440.jpg,5883169901,18:43,0,我不是不想给你发消息是我怕你嫌我烦。,广东
8489242636,-宋靖琦,1,http://p1.music.126.net/tpSjZmqDUDwP1Evn0UcW8w==/109951168519758440.jpg,5883167498,18:42,2,很久之后还会是我一个人站在风里听着自己的心事.,广东
3308740501,Monk_Oy,3,http://p1.music.126.net/rnAPSPvttyHewSDJmG7sFA==/109951168318585964.jpg,5883168072,18:42,0,原来，哪里都是你,河北
8489242636,-宋靖琦,1,http://p2.music.126.net/tpSjZmqDUDwP1Evn0UcW8w==/109951168519758440.jpg,5883165671,18:41,0,好多话想说好多话没说好多话不能说.,广东
